,jobtitle,joburl,company,job_loc,job_search_term,Salary,job_desc,bracket,low_salary,high_salary,Position,senior,junior,Nomention,Freelance,Temporary,Contract,Permanent,Sal_Convert,Sal_Dur,Sal_Low,Sal_High,Sal_Avg
151,Data Scientist,https://au.indeed.com//company/Solve-Geosolutions/jobs/Data-Scientist-05582a22033be03a?fccid=09175d02d2982833&vjs=3,        Solve Geosolutions,Sydney+NSW,Business+Analyst,"                $80,000 - $120,000 a year","Melbourne VIC -  a yearSolve Geosolutions is a small, rapidly growing data science consultancy servicing the resources sector.We are a friendly and dynamic team, and place an emphasis on enjoying coming to work. We do data science, statistical analysis, advanced analytics and modelling.We develop bespoke software and data insight visualisations.Solve Geosolutions is a small data science company based in Melbourne, specialising in providing data science solutions to mining and exploration companies in Australia and overseas. We are looking for someone with a strong data science background to join our team of technical experts. Experience in geology and/or the mining industry is advantageous.Key Responsibilities: Develop, test and implement predictive models, optimisation algorithms and statistical solutions;Communicate results and progress in a concise and professional manner for relevant stakeholders;Create simple and creative data visualisations, and client-facing dashboards and applications;Keep up-to-date with technological advances in a rapidly changing field.Requirements: A tertiary qualification in a relevant quantitative discipline such as mathematics, statistics or geosciences;Experience working in an analytics/data science environment;Programming skills in Python and/or R;The ability to work well in a small team on a variety of different tasks;The ability to autonomously undertake additional research and personal development to achieve a goal;The ability to manage multiple projects simultaneously and interact proactively with relevant stakeholders;A passion for solving problems;Excellent written, verbal and interpersonal skills;For non-Australian residents, a visa with full working rights in Australia is required.In addition, desirable experience includes: At least a basic understanding of GIS software (ideally QGIS);Previous experience working with remote sensing or satellite data;Digital security;Familiarity with cloud platforms such as AWS, GCP or Azure.Solve provides: Flexible working hours;An enjoyable work environment that encourages ideas and proactive thinking;A diverse portfolio of projects;The opportunity to travel domestically and internationally;Considerable scope to grow and develop with the company;Competitive salary based on applicant’s experience and skill-set;No dress code!;Office located in Melbourne CBD, only minutes from trains, trams and buses;Unlimited coffee.If you have the relevant experience apply now with your most recent CV (in PDF format) and a brief cover letter. Job Type: Full-timeSalary: .00 to .00 /yearExperience:Data Science: 2 years (Preferred)",Low,1,0,Not Mentioned,0,0,0,0,0,0,0,100000.0,year,80000.0,120000.0,100000.0
152,"Data Analyst, Data Governance & Management",https://au.indeed.com//rc/clk?jk=06ac04ed9caeb72f&fccid=5da22c2aee55dffa&vjs=3,        Cancer Institute Division,Sydney+NSW,Business+Analyst,"                $95,426 - $113,183 a year","Sydney NSWPermanent -  a yearEmployment Type: Permanent Full Time
Position Classification: Health Manager Level 2
Remuneration:  - 
Hours Per Week: 40
Requisition ID: REQ91844

Be part of an organisation that makes a difference in cancer control in NSW
Aboriginal and Torres Strait Islander peoples are encouraged to apply
Exciting opportunity for an experienced Data Analyst to join a team specialising in data management

Where you’ll will be working

The Cancer Institute NSW is Australia’s first state wide cancer control agency, established in 2003 to lessen the impact of cancer across the state.
Working at the Cancer Institute NSW means joining a team of committed and dedicated staff who are proud to be a part of the Institute’s purpose of overseeing and accelerating the effectiveness of cancer control in NSW.
The Cancer Institute is a collaborative working environment that encourages diversity and inclusion in how we work and the way we work together. Aboriginal and Torres Strait Islander peoples are strongly encouraged to apply. Greater consideration will be given to suitable applicants, in order to improve access to employment and career opportunities (GSE Rule 26)


What you’ll be doing
You will have demonstrated experience in developing and maintaining data architecture, using Microsoft developer and data management tools including Microsoft SQL Server and SSIS to aid in the provision and improvement of cancer screening services in NSW and support the achievement of Cancer Plan objectives.

This is a multifaceted role providing business and technical knowledge to assist the Senior Data Analyst inform management in decision making. The role includes assisting in integrating user feedback, policy changes, evolving business needs, system upgrades and schema/ETL changes into the Screening and Prevention data architecture.


For your application to be considered
Please respond to the two pre-screening questions below and attach a covering letter and your resume addressing the essential requirements of the role which are outlined in the role description (see link below)


Please outline your experience and what your role was in any data remediation/management project or activity?

Please outline you experience and what your role was in any data warehousing activity?


Interested?

Need more information?

 1) Click here for the Position Description
 2) Find out more about applying for this position

For more information about the Cancer Institute NSW please visit www.cancer.nsw.gov.au. For role related queries or questions please contact Victor Kapruziak on Victor.Kapruziak@health.nsw.gov.au

Applications Close: Sunday 24 February 2019 at 11.59pm.


The Ministry of Health will be relocating the Cancer Institute to St Leonards in mid-2020.
The Cancer Institute NSW is unable to offer salary packaging. Salaries will be negotiated commensurate to experience and qualifications of the role.

The Cancer Institute NSW welcomes applications from Aboriginal and Torres Strait Islander people, people from diverse cultural backgrounds and people with disabilities. Stepping Up aims to assist Aboriginal job applicants by providing information about applying for roles in NSW Health. For more information please visit www.steppingup.health.nsw.gov.au.

Please indicate if you have any accessibility requirements in your application or speak with the contact person should you be called for an interview. We provide reasonable adjustment for people with a disability during the recruitment process and during their employment.

To be eligible for permanent appointment to a position in NSW Health, you must have Australian citizenship or permanent Australian residency.",Low,1,0,Senior,1,0,0,0,0,0,1,104304.5,year,95426.0,113183.0,104304.5
153,Customer Experience Analyst,https://au.indeed.com//rc/clk?jk=9dfaf03394a39448&fccid=419801c05606d650&vjs=3,        ALDI,Sydney+NSW,Business+Analyst,"                $118,000 - $134,500 a year","Parramatta NSW -  a yearA new opportunity for a Customer Experience / Market Research Analyst working in the Marketing team has become available within the Corporate Buying department of ALDI Stores, based in Minchinbury.


What we are looking for:

The successful candidate will be a collaborative customer insights and research professional, with demonstrated experience in facilitating customer experience projects, networking with various stakeholders and providing insights on innovative ways to improve and build on ALDI’s customer journey. They will have strong numerical skills with the ability to analyse various forms of data. Retail or FMCG experience is highly regarded!


Selection Criteria:

Customer experience insights and research professional.
Exceptional project management skills.
Ability to understand and improve the ‘customer journey’.
Effective networking and relationship building skills.
Strong reporting and analysis skillset.
Advanced Excel skills.
Understanding of, and ability to extract valuable insight from market research, sales and digital marketing data.
Knowledge of the Australian retail and grocery market highly regarded.
Open-minded thinker with a natural ability to solve problems.
Exceptional written and verbal communication.
Highly organised with the ability to work under pressure and prioritise workloads.
Ability to use initiative and think ‘outside the square’.


What’s in it for you?

Market leading remuneration ( -  including super).
5 weeks annual leave.
Great work/life balance.
Work in a team of collaborative, friendly and supportive colleagues.
Be part of a leading international retailer.
Problem solving real business challenges.


Role responsibilities:

Facilitate ALDI’s evolving customer research and analytics program.
Bridge the connection between the customer and ALDI platforms i.e. website, social media, in store, customer service etc.
Conduct preliminary customer research and analyse the supply of data to the Analytics team.
Identify areas for improving the customer experience journey based on both quantitative and qualitative data.
Partner and collaborate with various ALDI departments to obtain relevant data and manage customer experience projects.
Manage and liaise with various research agencies to ensure timely delivery and accuracy of research materials and reporting.


This role reports to the Insights and Strategy Manager.",High,0,1,Not Mentioned,0,0,0,0,0,0,0,126250.0,year,118000.0,134500.0,126250.0
154,Graduate Support Analyst 2019 Program,https://au.indeed.com//rc/clk?jk=3e9416cb1665261e&fccid=64de13d9ab351637&vjs=3,        Phocas Software,Sydney+NSW,Business+Analyst,"                $45,000 - $48,000 a year","Melbourne VIC -  a yearPhocas is a brilliant place to work! We are proud to be rated 4.7 on Glassdoor, 30,000+ Phocas users love that our product delivers fast ROI and is truly easy to use. We have a 97% customer retention rate and are #1 in 24 categories in the largest business intelligence (BI) user survey called BARC. We rank as a High Performer on G2 Crowd, and are featured in Gartner’s Front Runner Quadrant as a top BI vendor.

We are searching for a recent IT graduate to join our Customer Technical support team as a Support Analyst. You will be someone who thrives on helping customers solve their technical issues. Our software is MS SQL server based, we use our own mapping DB creation software and various techniques to create extraction and staging layers. Our help desk software is Jira (Atlassian).

During the 24 month paid program, you will get real hands on exposure and experience across a myriad of functions and responsibilities. In return for your hard work and fresh insights, we'll provide you with the ability to accelerate your development and incremental pay increase, along with the support and guidance you are looking for to allow you to take your career in the direction you choose. While the successful applicant will not necessarily need industry or BI experience, knowledge on SQL, data points integration, databases and/or data analytics from subjects undertaken as part of your course would be advantageous. You will need to be comfortable working remotely across client sites, and, as our support function expands, be willing to work closely with our USA and UK offices.
Requirements
Be highly motivated by the opportunity to analyse technical data and process information of a technical nature
Enjoy the practical hands on aspect of industry and mechanical activities
Easily identify the important elements in routine verbal and written communications
Communicate effectively, regardless of the audience, and also capable of explaining more complex aspects so that it is easily understood
Be professional, with strong planning and mature analytical skills, and great time management
Respond well to demands on your time but most effective in a relaxed environment
Be motivated by situations where you are held accountable for results and responsible for eventual outcomes
Be a team player that enjoys helping others, you are likeable and pleasant and generally not inclined to show temper or frustration
Moderately independent you are most effective without direct supervision, but welcome some structure and supervision as needed
Function best when you use your vigilance and caution to question situations and motives
Respond appropriately to the needs of others but will prioritise your time to maximise productivity
You tend to make timely non emotive decisions based on the facts.
Benefits
We expect results at Phocas, which is why we give so much in return. In addition to your paid leave, holidays, and superannuation benefits, we provide a heap of perks which include:
Money: Competitive ‘dosh’ with a progression scale and a chance to share in our success
Fun / Fulfilling: Awesome culture and meaningful work
Autonomy: Trusted to follow your passion and make it your own
Growth: Opportunity to be more – for you and the business
Wellness: We believe in a real work life balance and have a strong family orientated culture

To all recruitment agencies: Phocas does not accept agency resumes. Please do not forward resumes to our jobs alias, Phocas employees or any other company location. Phocas will not be responsible for any fees related to unsolicited resumes.

Phocas is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans status or any other characteristic protected by law.",Low,1,0,Not Mentioned,0,0,0,0,0,0,0,46500.0,year,45000.0,48000.0,46500.0
155,Korean Speaking IT Field Service Desk Analyst,https://au.indeed.com//rc/clk?jk=61200cecc81244d8&fccid=32dfadc779215377&vjs=3,        Staff Solutions Australia,Sydney+NSW,Business+Analyst,                $25 - $30 an hour,"Melbourne VICPart-time -  an hourStaff Solutions Australia is currently seeking Korean speaking IT help desk analyst for our client who is a highly reputable global organization.

We're ideally seeking a candidate with prior IT support desk experience, but as a minimum would consider a junior candidate with relevant IT qualifications and some relevant work experience (support/customer experience from the phone/email). Candidates have to speak a reasonable standard of English with a native level of Korean language.

The Key responsibilities will include, but will not be limited to, the following:
Responsible for handling the initial client contact at help Desk via telephone, email, chat or portal.
Perform troubleshooting to resolve or escalate to the appropriate Tier 2 teams.
Research and resolve more complex field application and issues.
Analyze and identify trends in issue reporting and devising preventive solutions.
Log and manage incidents and requests.
Use trending data to generate and/or update the knowledge database.
Collaborate with business in application testing, upgrades, and deployment.
Communicate effectively toward every potential client base and audience.
Desired Skills & Qualities
Fluent Korean and English (both written and spoken)
Minimum 1+ years experience in technical support, and/or IT help desk environment.
Ability to troubleshoot and analyze computing issues.
General understanding of Help Desk Operations; including tools, processes, and methodologies.
Explain technical information to clients, management, and teams.
Excellent customer service skills and communication skills.
Qualifications in IT (Strongly preferred)
Windows, Wide Area Networks, Client Server applications, Email, and Calendar Systems (Microsoft), Dial-up/Remote connectivity (Dial-up, VPN) and Veeva is considered advantageous
Working Conditions

12 months contract with approx 20 hours per week possibly to extend or to become a permanent full time

Conditions
Citizenship, permanent resident, Partner visa, Graduate visa (S485) visa
Please register your interest in this attractive role by forwarding your resume and cover letter via applying now button. Please note only applicants shortlisted for this role will be contacted. Your application will be regarded in the strictest confidence.

*************************************************
Tai Sakata
Staff Solutions Australia Pty. Ltd.
Level 11, 230 Collins Street Melbourne VIC 3000
tel: (03) 9663 0000
e-mail: melbourne@ssaust.com.au
*************************************************",Low,1,0,Junior,0,1,0,0,0,0,1,55000.0,hour,25.0,30.0,27.5
156,Accounts Payable Analyst,https://au.indeed.com//rc/clk?jk=aa11d3a0d416320b&fccid=344dde58d057a104&vjs=3,        The University of Queensland,Sydney+NSW,Business+Analyst,"                $75,957 - $81,714 a year","St Lucia QLD -  a yearThe Accounts Payable Analyst is responsible for applying analytical, technical and project administration expertise to serve as the primary “super user” of the Accounts Payable environment used by UQ staff. This role will report to the Accounts Payable Team Leader.

The Accounts Payable Analyst position sits within the Accounts Payable Team within Finance & Business Services (FBS). Therefore, the occupant will be expected to apply a combination of technical knowledge and customer service skills to support the FBS Division and University in achieving its goals.

The Accounts Payable team are collectively responsible for central processing of payments for vendor invoices and miscellaneous payable batches. Accounts Payable Officers are expected to meet University and team expectations by ensuring all payments are made according to approved University policy and in an efficient, accurate and timely manner. The role maintains effective working relationships with internal and external stakeholders to the AP Team and ensures the achievement of high standards of service quality, timeliness and accuracy in service delivery.

The role contributes to the review and development of processes and procedures ensuring transactions are executed in a way that supports the achievement of high standards of service quality, timeliness and accuracy, and are in compliance with University policy frameworks and external legislative and regulatory controls.

The person
Applicants should possess degree qualifications in a commercial or quantitative discipline (IT and business, commerce) with subsequent relevant experience, or extensive experience and specialist expertise in analysing business processes and providing best practice IT solutions and/or equivalent combination of relevant education/training and/or professional experience.

You should have experience working with enterprise technology and software solutions and systems, utilising multiple user modules for the submission of a diverse range of data and information sets. Also have the ability to apply problem solving and analytical skills to investigate and ensure data integrity in transaction processing, and the resolution of any issues within the parameters of policy frameworks.

The University of Queensland values diversity and inclusion.

Applications are particularly encouraged from Aboriginal and Torres Strait Islander peoples. For further information please contact our Australian Indigenous Employment Coordinator at: atsi_recruitment@uq.edu.au

Applications are also encouraged from women.

This role is a full-time position; however flexible working arrangements may be negotiated.

Remuneration
This is a full-time, continuing appointment at HEW Level 6. The remuneration package will be in the range  -  p.a., plus employer superannuation contributions of up to 17%. (Total remuneration package will be in the range of  88,869 to  95,605 p.a.)


Position Description
 506931_3033940_Accounts Payable Analyst.pdf

Enquiries
To discuss this role please contact Pauline McLean on +61 7 3365 2226.

To submit an application for this role, use the Apply button below. All applicants must supply the following documents: Cover letter, Resume and Selection Criteria responses.

For information on completing the application process click here.",Low,1,0,Not Mentioned,0,0,0,0,0,0,0,78835.5,year,75957.0,81714.0,78835.5
157,Business Analyst,https://au.indeed.com//rc/clk?jk=00f18576cc3d1fbe&fccid=ea1f64b071408cc5&vjs=3,        Talent International,Sydney+NSW,Business+Analyst,                $800 a day,"Brisbane QLDContract a dayWe are currently recruiting for a Business Analyst for an initial 6-month contract

The Business analyst will ensure solutions are developed and business problems are solved in a way that meets the business needs.

Experience in supply-chain driven industries

Key Responsibilities
Quickly understand the business issues and data challenges of the client's organisation and industry
Strong business modelling skills that allow a current process to be analysed and be able to recommend and present relevant transformational or continuous improvements
Development and documenting the business benefits with multiple options/solutions modelled and evaluated
Development and mapping of current and future state business processes
Development of requirements, specifications, business processes and recommendations related to proposed solution
Development of change management plans to ensure easier adoption of the technology solution
Input and reviewing solution design documents

Key Criteria
Project based background and experience working in a consultancy
Excellent stakeholder management skills and ability to communicate with clients to determine needs and requirements
Always focused on the business value of the technology
Sound analytical, conceptual and problem solving abilities with advanced modelling skills
Ability to develop concept of operations and change management plans to facilitate sustained operational readiness
Self-motivated, able to work independently and as part of a team
Advanced Powerpoint Presentation (or similar) skills

If you match the selection criteria and are interested in finding out more about the position, please forward your updated CV to:
Roberto Perez - roberto.perez@talentinternational.com
https://www.linkedin.com/in/robert-perez/ or by clicking the ""APPLY NOW' button

For a list of all vacant positions, please see our website www.talentinternational.com
For further inquiries please call (0) 7 3221 3333.",High,0,1,Not Mentioned,0,0,0,0,0,1,0,200000.0,day,800.0,800.0,800.0
158,Senior GIS Analyst - 12 months,https://au.indeed.com//rc/clk?jk=c92967cbcc4927bf&fccid=431d2ca6de573e38&vjs=3,        Hudson,Sydney+NSW,Business+Analyst,"                $90,000 - $120,000 a year","Brisbane QLDTemporary, Permanent -  a year12 month fixed-term contract opportunity paying up to K including super
Brisbane CBD fringe location | Established utilities organisation
Work on a GIS enablement project | Showcase your geospatial knowledge!
A large utilities organisation is seeking to engage a skilled Senior GIS Analyst to contribute to a GIS enablement initiative. This is a great opportunity for a motivated and results-oriented specialist to leverage GIS usage across a large scale!

This is a 12 month fixed-term contract opportunity, based in Brisbane CBD's fringe.
Key Responsibilities:

Support the Business Group through the development of cartographic products and provision of GIS support.
Prepare reports, statistical analysis and recommendations on GIS matters as required.
Perform analysis, design, implement and maintain GIS systems.
Consult with staff to ascertain requirements, conducting needs analysis, design, development and maintenance on a wide variety of spatial information systems.
Key Selection Criteria:

Minimum of 5 years experience in the development and support of geographic information technology systems with proven skills in the following: Enterprise GIS applications, GIS technologies which must include at minimum ESRI products, and Multi-tiered architectures.
A high level of practical experience in the operation of GIS-based software including data manipulation, programming and cartography.
Demonstrated ability to communicate effectively with a range of GIS users from expert to novice.
Demonstrated analytical, research and problem-solving skills.
Strong communication (written and verbal) liaison and negotiation skills.
How to apply:

To submit your application, in strict confidence, please apply online using the appropriate link. Should you wish to discuss, please contact Kristy Coulter on (07) 3258 8344 quoting Reference No. 4B/27125.
Applications close 12pm Tuesday 15th of January. Submissions received after the closing time will be retained, reviewed and considered for future opportunities.

Your interest in this position will be treated in the strictest of confidence.",Low,1,0,Senior,1,0,0,0,0,0,1,105000.0,year,90000.0,120000.0,105000.0
159,IBM COGNOS TM1 DEVELOPER / CDM / COGNOS BI - $150K,https://au.indeed.com//rc/clk?jk=c55738e14ce6c426&fccid=12f7a39cc73d333f&vjs=3,        Ethos BeathChapman,Sydney+NSW,Business+Analyst,"                $150,000 a year","Brisbane QLDContract a yearTM1 Skills Essential
CDM / COGNOS BI
Full time job -
IBM COGNOS BI / CDM & TM1 DEVELOPER

Fantastic NEW opportunity for a high calibre & EXPERIENCED Cognos TM1 Developer / Analyst directly with a well-known business rather than with a consultancy in Sydney
Fantastic NEW opportunity for a high calibre & EXPERIENCED Cognos TM1 Developer / Analyst directly with a well-known business rather than with a consultancy in Sydney

I am recruiting a Cognos TM1 Developer for a leading business based in Sydney paying a salary of K

The Cognos TM1 Developer will support senior management in developing the enterprise strategy by delivering relevant and insightful management information.

Main responsibilities:

Core technical lead in the development and maintenance of the TM1 toolset for all Finance models and reporting.
Create TM1 cubes, rules, turbo integrator processes, working through the entire development life cycle, following best practice and standards and maintain load processes
Provide 1st - 2nd tier level support for the same
Play a key role in the development of a rich user environment for accessing business performance information
Manage the TM1 models throughout the budget and planning cycles
COGNOS BI - Eseential
CDM - Good to have
Background:

Minimum 5+ years of development experience with Cognos TM1 9.5+
Strong experience of MS SQL or equivalent; Transact SQL, DB design and build
Strong VBA and advanced Microsoft Excel skills, having excellence in building management reports and an eye for excel report design.
Minimum two end-to-end development projects and one support project experience.
Ability to see a project through from inception to completion including technical installation.
Ability to work with business and finance users to gather requirements
Translating business needs into an efficient technical solution for end users
Develop and support IBM Cognos TM1 models through all stages in the project life cycle
Experience working with Finance teams would be preferable. Able to communicate effectively and be comfortable discussing ideas with finance professionals at all levels of management and end-users.
Strong knowledge of TM1 Rules, Feeders and TI Processes
Strong knowledge on TM1 Security
Experience with developing TM1 Reports
Able to administer a Cognos TM1 environment
Experience in the installation and upgrading of TM1 software
Track record of successfully recommending changes to improve company processes around the implementation of TM1
Understanding of Data Warehouse, Star Schema, and OLAP
Solid Cognos BI
Demonstrated experience managing TM1 throughout a budgeting and planning cycle
UNDERSTANDING OF CDM
Industry
Information Technology & Services
Information Services
Employment Type
Full-time

Please apply directly via the Apply for this job button. Only suitable candidates matching client criteria will be contacted.
20978-MH2476_154943644562727",High,0,1,Senior,1,0,0,0,0,1,0,150000.0,year,150000.0,150000.0,150000.0
160,Information Management Analyst,https://au.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CBpp47uabTAPrtBxMhg63KJ_FLdPHU9q9hTI-ub3oWIsKNg8L6sNpycL0CBMyaCsJk1sOKwc8eRcwPj-R6vprF7RnPg3EbIN84ELWOjgCR8VxGf8swmOXCnyIUoacQUX-V3lTEVwDLA-nuMnm6AiSDonJe0htHT2fEbO6SBeNuX22Px73omv1L-8g3XTgvZUPjWXkuG39XyE_65EU88iriXRy4kffqRJ77Dj5J3ey0jNk6vwfxKU3290rJg0kBIP-ozuf-6mWbV7gqORGrYfPEGB3K33xPTi1A0taKDh9am3eOK3ED5_I1VykaOHMvd3z7wxGs9ueh279_Z5_BWbHwDCqmd1nUQDd4OwHM9G3sX43uavwyd4tjigBSBusg2sTVr7mW5Qhs0nf4Rs6V-Jt4Vuvte-rXil9gORyKoO_JmQy6HeoTdwM5iOHJAnFg2WrcOQKEfJBZwh9lo7qnuaSKr3dlbKIvTEkfrWc3g1GEail1fW_iHb2RUEmPCpr_3fWw9WTFadAXX3vRY9RO0yNqpNfZ7_xesnGqNw-NC-x_eoAhCaC9-_NTWWPBGA7IxtU_f3icUdq-swBTSzhFDsU7GEPkgporbswo2AvOMcL1sq7-GtqY1ysr&vjs=3&p=2&sk=&fvj=0,        Murdoch University,Sydney+NSW,Business+Analyst,"                $75,000 - $90,000 a year","Perth WA -  a yearThe Office of Advancement at Murdoch University is responsible for alumni relations, philanthropy and the newly formalised Advancement Operation unit. Advancement Operation is responsible for supporting and influencing the strategic plans and day-to-day operations of the Office of Advancement through expert information management, data mining and analytics, gift processing and stewardship, prospect research and management, and reporting. As a newly formalised unit, it is also responsible for establishing principles, adherence to guidelines and applying best practice and systematic solutions to minimise risk, and optimise Advancement’s operations.

The Role

The Information Management Analyst is an excellent opportunity for an analytical, outside-the-box thinker and motivated professional to add critical value to the way the Office uses engagement and philanthropic information. Under a broad direction from the Manager, Advancement Operations, this role will be responsible for data collection, management and integrity, as well as reporting and analytic support.

Skills and Experience

The preferred candidate will have:

Tertiary qualification in a relevant numerate discipline with a minimum of 3 years’ experience in information management role, or a role requiring data manipulation, analysis, management and information reporting
Demonstrated experience in working with and manipulating CRM systems.
A minimum of three years of experience analysing, interpreting and summarising complex data in a variety of formats and structures and creating clear, concise reports for management and other end users.
Demonstrated strong analytical skills, an inquisitive nature, and a strong track record of creative problem solving.
Applicants should refer to the Position Description for further detail on the duties, skills and experience required for this role.

About the Organisation
Organisation Name : Murdoch University
At Murdoch University in Perth, Australia, we're proud to have more than 22,000 students and 2,000 staff from across 90 different countries with a commitment to high quality education, innovative research, and strong community engagement both locally and internationally. With strong links to government, business and the community, Murdoch University helps people discover how to make a difference. We embrace free thinking and encourage our Murdoch community to share ideas, pool knowledge and find new ways of thinking. Prospective staff can expect to enjoy the lively, natural campus and dynamic work environment, as well as a range of benefits and services unique to employment at Murdoch. There’s never been a better time to join us.
Apply for this Job
For details concerning this role, please contact
Anneke Burlinson
Email : Anneke.Burlinson@murdoch.edu.au
APPLY FOR THIS JOB
For more information or to apply:

Please visit http://jobs.murdoch.edu.au/ to view the Position Description. Here you will also find the online form to submit your application. Please note that emailed applications will not be accepted.
Please quote in application: Information Management Analyst via Pro Bono Australia.",Low,1,0,Not Mentioned,0,0,0,0,0,0,0,82500.0,year,75000.0,90000.0,82500.0
161,Junior Business Analyst,https://au.indeed.com//company/ACS-Foundation/jobs/Junior-Business-Analyst-ce63d4952b5289c9?fccid=40e727f5c35db6e8&vjs=3,        Foundation Jobs,Sydney+NSW,Business+Analyst,"                $44,464 a year"," a yearRole DescriptionThe major responsibilities of the role include:Liaise with business units and technical stakeholders to analyse and understand business/systems requirements and solve complex problemsPreparation of key project documentation such as business requirements document, functional specifications, report specifications, change control and user guidesActing as a first point of call for information requests related to projectsSoftware TestingCo-ordination of User Acceptance Testing with end users and project team members across Australia and New ZealandPreparation and execution of test plans.Preparation of training guides and end user documentationUndertake regular operational tasks with the flexibility to switch between project and operational work at a moment's noticeWorking on multiple projects at any one time will also be a fundamental day to day activityThe successful candidate will be involved in all phases of the project development lifecycle and analysis of our client's future requirements.Required Skills/KnowledgeThe key selection criteria for this position are as follows:Advanced written and oral skills in the English language.Proven documentation skills for IT ProjectsExcellent analytical and problem solving skillsExcellent skills in Excel, Word and PowerpointAny knowledge of SQL reporting, Business Intelligence Reporting or relational databases would be advantageousAny knowledge of ERP systems such as Navison would be advantageousExperience with software testing, preparation of test plans and / or functional requirements would be highly regardedDesired Experience/Business SkillsA demonstrated ability to work effectively, as part of a team or with limited supervisionCommunicate effectively and professionally with internal and external stakeholdersReliableHighly organisedShow attention to detail and have strong focus on quality HardworkingEnjoy a varied and challenging opportunityAbility to work to deadlinesAbility to prioritise workQualificationsDegree in Information Technology or equivalent from an Australian University, graduated no earlier than 2016.The salary amount is .45 including superannuation p.a. for 12 months full-time.Job Type: Full-timeSalary: .00 /yearExperience:SQL reporting/software testing: 1 year (Preferred)Education:Advanced Diploma / Associate Degree (Preferred)Location:Sydney NSW (Required)Licence:Australian Citizenship (Required)",Low,1,0,Not Mentioned,0,0,0,0,0,0,0,44464.0,year,44464.0,44464.0,44464.0
162,Business Analyst,https://au.indeed.com//rc/clk?jk=76f6eecceed1a90c&fccid=e834b559a8e0f5f5&vjs=3,        Pinpoint Talent,Sydney+NSW,Business+Analyst,                $600 a day,"Sydney NSWContract a dayA technical Business Analyst is needed to be involved in a mobile digital project, you will be responsible for the analysis effort on a complex and interesting initiative working for an Australian federal department.

Responsibilities
Creating product specifications
Gathering requirements and documentation
Managing assurance and governance stakeholders
Working with a team on features, releases, roadmaps, issues and risks
Reporting and analysing data, recommending solutions, measuring actions, and tracking results
Essential skills and experience
Skilled at documentation of customer requirements for mobile apps and responsive websites
Ability to produce product requirements and expectations and assist with program strategy
Experience with Jira and Confluence
Advanced facilitation/ workshop skills involving senior management and stakeholders
Experienced with User Experience (UX) design practices and guidelines
Strong understanding of native mobile application technology
Good industry knowledge of mobile space and best practices
How to Apply
Please send your resume by clicking on the ""apply"" button below

Please note: Australian citizenship is mandatory",High,0,1,Senior,1,0,0,0,0,1,0,150000.0,day,600.0,600.0,600.0
163,Change Communications Analyst,https://au.indeed.com//rc/clk?jk=6579bee33e0f030e&fccid=e834b559a8e0f5f5&vjs=3,        Pinpoint Talent,Sydney+NSW,Business+Analyst,                $680 a week," a weekMy client is in need of a Change Communications Analyst to support the design and delivery of communications to all stakeholders to ensure change readiness and buy-in to the business solution.

This role requires someone who thrives in a dynamic, high volume and fast paced environment.

To be successful in this role you are a team player and will also have a keen eye for detail, creative flair and exceptional communication skills.

Your Require Talent:
Strong understanding of change communication and organisational communication with the ability to plan and deliver high-quality communications with little budget.
Strong stakeholder management skills with the ability to influence at leadership levels.
Advanced creative skills to produce high-quality presentations, written communications and ability to brief creative services.
Comfortable when dealing with people of all levels within an organisation.
Preferred experience in large scale system implementations, transformation programs or Greenfield operations.
A self-starter that seizes the opportunity to successfully deliver on time with high-quality standards.
Passion to develop innovative solutions on a limited budget in tight timeframes
40 hours per week, Sydney CBD.
Start Feb 2019 until July 2019.
Up to  base rate per day - depending on skill
Working with Children + Police Check will be required.",Low,1,0,Not Mentioned,0,0,0,0,0,0,0,34000.0,week,680.0,680.0,680.0
